"token_id","ok","text"
"22896","1","'!""); '"
"22979","0","' français '"
"23008","1","' які '."
"23012","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"23036","1","' является '"
"23073","0","'$. '"
"23093","1","' skulle '"
"23115","1","')\, '"
"23125","0","'devenir'."
"23139","0","'>'; '>'; '>'; '>'; '>'; '>'; '>'; '>'; '>'; '>'; '>'; '>';"
"23265","1","'{}{ '"
"23351","0","'ichten '"
"23385","0","'){ '"
"23596","0","""$$"
"23616","1","""</ """
"23667","0","'яяяяяяяяяяяяяяяяяяяяяяя"
"23772","0","""], '"
"23838","0","' район '."
"23897","1","'},{ '"
"23917","1","' mondiale '"
"23930","0","'}{'"
"24016","1","'чний '"
"24020","0","'ioctl ioctl ioctl ioctl ioctl ioctl ioctl ioctl ioctl ioctl ioctl ioctl"
"24065","1","' которые '."
"24188","1","sehr"
"24190","1","'ület '."
"24226","1","'країн '"
"24236","1","'кото '"
"24287","1","'områ '"
"24299","0","'איו איו איו איו איו איו"
"24458","0","'четечте'"
"24490","0","'firstlich'"
"24515","1","' meille '"
"24572","1","' étaient '"
"24884","1","' университе '."
"24908","1","' weitere '"
"24984","0","'"") '"
"25066","1","' erfolg '"
"25071","0","ןה"
"25089","1","' Население '"
"25133","0","'$, '"
"25140","0","' які '."
"25197","0","'endl '"
"25226","0","' }) '"
"25362","0","'$. '"
"25396","0","時間"
"25486","1","' fő '"
"25501","1","' као '."
"25582","0","'sembly '"
"25603","1","' комп '."
"25744","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"25780","0","' likewise '"
"25839","1","'  мест '"
"25878","1","')$- '"
"25920","0","'))) '"
"25960","1","' века '."
"25968","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"26029","1","'чество '"
"26083","0","' '"
"26156","0","' decades '."
"26286","1","' réal '."
"26320","0","' які '."
"26333","1","'même '"
"26347","1","' этого '."
"26360","0","'ski '"
"26392","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"26454","1","' befindet '."
"26477","0","'erste'"
"26585","1","')}_{ '"
"26636","0","')))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"26695","0","""{}, {}, {}""."
"26818","0","'questa'."
"26915","1","' época '"
"26939","0","'indowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindowindow"
"26962","1","'кої '"
"26972","1","' місце '"
"27062","0","''"
"27075","1","'íses íses íses íses íses íses íses íses íses íses íses íses"
"27125","1","' gouvernement '."
"27158","0","' inwoner '"
"27204","0","')))) '"
"27250","1","' située '"
"27257","0",""""""""
"27265","0","' */"
"27276","0","'}}} '"
"27302","1","' )) '"
"27424","1","' chaque '"
"27456","0","'}] '"
"27477","1","'lemagne '"
"27521","1","""”) """
"27618","1","' película '."
"27662","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"27683","1","' мира '."
"27705","0","'}}}}'"
"27747","0","תה תה תה תה תה תה תה תה"
"27836","0","'Ich bin auch ein Berliner'"
"27890","0","' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' ' '"
"27908","1","'кою '"
"27973","1","'èmes '"
"28065","0","'eveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneveneven"
"28075","1","'україн'."
"28080","1","' م '"
"28084","1","' comenz '"
"28162","1","' který '."
"28164","1","' когда '."
"28171","0","')' ')' ')' ')' ')' ')' ')' ')' ')' ')' ')' ')'"
"28202","1","' которых '."
"28205","1","' успе '"
"28248","1","' első '."
"28290","0","'))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"28361","0",""""";"
"28373","0","'erenad '"
"28395","1","' dabei '."
"28502","1","' біль '"
"28511","0","'$) '"
"28533","1","' сем '."
"28656","0","'neum '"
"28682","0","''); '"
"28705","0","'  '"
"28756","1","'\ '"
"28832","1","' ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"
"28927","0","'  '"
"29000","1","'  '"
"29044","1","ン ン ン ン ン ン ン ン ン ン ン ン"
"29064","1","ת ת ת ת ת ת ת ת ת ת ת ת"
"29112","1","מ מ מ מ מ מ מ מ מ מ מ מ"
"29130","0",""
"29171","0","כ כ כ כ כ כ כ כ כ כ כ כ"
"29175","1","'는 '"
"29246","1","נ נ נ נ נ נ נ נ נ נ נ נ"
"29256","1","ก ก ก ก ก ก ก ก ก ก ก ก"
"29373","1","'ม ม ม '"
"29398","1","ם ם ם ם ם ם ם ם ם ם ם ם"
"29431","0","'/'"
"29548","1","'ท '"
"29618","1","ן ן ן ן ן ן ן ן ן ן ן ן"
"29629","1","მ მ მ მ მ მ მ მ მ მ მ მ"
"29639","1","צ צ צ צ צ צ צ צ צ צ צ צ"
"29686","0","'ּ ּ ּ ּ ּ ּ ּ ּ ּ ּ ּ ּ"
"29688","0","נ נ נ נ נ נ נ נ נ נ נ נ"
"29732","0","'¯\_(ツ)_/¯'"
"29801","0","'_ _'"
"29811","0","נ נ נ נ נ נ נ נ נ נ נ נ"
"29830","0","ו ו ו ו ו ו ו ו ו ו ו ו"
"29856","1","க க க க க க க க க க க க"
"29929","1","ं ं ं ं ं ं ं ं ं ं ं ं"
"29953","1","თ თ თ თ თ თ თ თ თ თ თ თ"
"29983","0","'░░░░░░░░░░░░░░░░░░░░░░░"
"30078","0","נ נ נ נ נ נ נ נ נ נ נ נ"
"30100","1","த த த थ த த த த த த த த"
"30119","0","ट ट ट ट ट ट ट ट ट ट ट ट"
"30228","1","ம ம ம ம ம ம ம ம ம ம ம ம"
"30247","1","'် '"
"30264","1","ម ם ם ם ם ם ם ם ם ም ም ም"
"30291","0","ὐ ὐ ὐ ὐ ὐ ὐ ὐ ὐ ὐ ὐ ὐ ὐ"
"30318","1","टटटटटटटटटटटटटटटटटटटटटटट"
"30319","0","'MMMM'"
"30365","0","י י י י י י י י י י י י"
"30393","1","'ত ת '."
"30406","0","'þ þ þ þ þ þ þ þ þ þ þ þ"
"30475","1","வ வ வ வ வ வ வ வ வ வ வ வ"
"30476","0","ק ק ק ק ק ק ק ק ק ק ק ק"
"30506","0","ס"
"30521","0","ת ת ת ת ת ת ת ת ת ת ת ת"
"30540","0","ק ק ק ק ק ק ק ק ק ק ק ק"
"30579","0","ट ट ट ट ट ट ट ट ट ट ट ट"
"30604","1","'际 '"
"30616","0","ל ל ל ל ל ל ל ל ל ל ל ל"
"30630","0","כ כ כ כ כ כ כ כ כ כ כ כ"
"30691","0","'͡° ͜ʖ ͡°'"
"30695","0","dern dern dern dern dern dern dern dern dern dern dern dern"
"30765","1","ង ง ง ง ง ง ง ง ง ง ง ง"
"30804","1","ன ̃ ̃ ̃ ̃ ̃ ̃ ̃ ̃ ̃ ̃ ̃"
"30813","0","'...'"
"30834","0","ל ל ל ל ל ל ל ל ל ל ל ל"
"30862","0","ז ז ז ז ז ז ז ז ז ז ז ז"
"30865","0","'´'"
"30890","0"," /******/

#include <stdio.h>
#include <stdlib.h>
#include"
"30907","0","ვ ვ ვ ვ ვ ვ ვ ვ ვ ვ ვ ვ"
"30929","0","' '"
"30964","1","ល ⬛ ⬛ ⬛ ⬛ ⬛ ⬛ ⬛ ⬛ ⬛ ⬛ ⬛"
"30973","1","ទ ទ  /******/"
"30974","1","込 込 込 込 込 込 込 込 込 込 込 込"
"30991","0","צ צ צ צ צ צ צ צ צ צ צ צ"
"31004","0","'ּ'"
"31030","0","צ צ צ צ צ צ צ צ צ צ צ צ"
"31039","0","'''''''''''''''''''''''''''''''''''''''''''''''"
"31066","0","נ נ נ נ נ נ נ נ נ נ נ נ"
"31158","1","က ក က ក ក ក က က က က က က"
"31184","0","'   '"
"31236","0","' '"
"31251","0","trm trm trm trm trm trm trm trm trm trm trm trm"
"31267","1","'殊 '"
"31287","0","ק ק ק ק ק ק ק ק ק ק ק ק"
"31289","1","ք ק ק ק ק ק ק ק ק ק ק ק"
"31290","0","'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
"31367","0","'습 '"
"31440","1","ց ց ց ց ց ց ց ց ց ց ց ց"
"31441","0","'┬                      "
"31443","0","ן ן ן ן ן ן ן ן ן ן ן ן"
"31468","1","ಕ ಕ ಕ ಕ ಕ ಕ ಕ ಕ ಕ ಕ ಕ ಕ"
"31486","0","' /******/'"
"31487","0","נ נ נ נ נ נ נ נ נ נ נ נ"
"31548","0","ENOMEM"
"31606","1","མ ם ם ם ם ם ם ם ם ם ם ם"
"31648","0","ל ל ל ל ל ל ל ל ל ל ל ל"
"31674","0","נ נ נ נ נ נ נ נ נ נ נ נ"
"31679","0","ட ட ट ट ट ट ट ट ट ट ट ट"
"31718","1","'며 '"
"31733","0","ervices"
"31738","0","' '"
"31769","1","'央 '"
"31848","0","ல ல ல ல ல ல ல ல ல ல ல ல"
"31849","0","ত ত ত ত ত ত ত ত ত ত ত ত"
"31881","0","טפ"
"31910","1","ක ක ක ක ක ක ක ක ක ක ක ක"
"31922","0","'┌────────────────────────────────────────────"
"31941","1","ಮ ಮ ಮ ಮ ಮ ಮ ಮ ಮ ಮ ಮ ಮ ಮ"
"31946","0","נ נ נ נ נ נ נ נ נ נ נ נ"
"31966","0","AMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMPAMP"
"31975","0","̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣̣"
"31985","0","க க க க க க க க க க க க"
