"token_id","ok","text"
"9570","1","xb xb xb xb xb xb xb xb xb xb xb xb"
"18158","1","' Copy '"
"15857","1","'ња '"
"16962","1","'large '"
"27763","1","' drawings '"
"31160","1","'약 '"
"2987","1","\\ \\"
"19169","1","'marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker marker"
"16759","1","' blink '"
"2331","1","'ida ida ida ida ida ida ida ida ida ida ida ida"
"6599","1","' ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris ris"
"26395","1","' pension '"
"5828","1","'""></ '"
"30639","1","'官'."
"25533","1","' Warner '"
"402","1","'oc '"
"19869","1","genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic genetic"
"30951","1","哪 哪 哪 哪 哪 哪 哪 哪 哪 哪 哪 哪"
"23956","1","' Alaska '"
"15162","1","'Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain Chain"
"23713","1","''' '''"
"512","1","'cl '"
"6390","1","FIG FIG FIG FIG"
"13330","1","'emper '"
"9329","1","'****** '"
"16691","1","' filed '"
"10311","1","'zelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzelzel"
"17385","1","' Arn '"
"8424","1","'edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge edge"
"1645","1","'AC '"
"28861","1","'Б '"
"7594","1","' db '"
"25266","1","Modifier Modifier Modifier Modifier Modifier Modifier Modifier Modifier Modifier Modifier Modifier Modifier"
"3324","1","' write '"
"13955","1","' Could '"
"1129","1","'ident ident'"
"31460","1","'향 '"
"1874","1","'Text '"
"31512","1","渡 渡 渡 渡 渡 渡 渡 渡 渡 渡 渡 渡"
"2665","1","IP IP IP"
"12804","1","'cuss '"
"20805","1","' Ор '."
"20719","1","Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria Criteria"
"17859","1","' aged '"
"24691","1","' meer '"
"29702","0","'러러러러러러러러러러러러러러러러러러러러러러러"
"8271","1","' native '"
"25528","1","' jewelry '"
"16157","1","' Util '"
"17710","1","' janvier '"
"14906","1","'outes '"
"16401","1","' ampl '"
"31890","1","銀 銀 銀"
"3664","1","'respon '"
"21962","1","' raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid raid"
"22425","1","'amas '"
"29286","1","ე ე ე ე ე ე ე ე ე ე ე ე"
"31830","1","胜 胜 胜 胜 胜 胜 胜 胜 胜 胜 胜 胜"
"18026","1","' disg '"
"26380","1","ALIGN ALIGN ALIGN ALIGN ALIGN ALIGN ALIGN ALIGN ALIGN ALIGN ALIGN ALIGN"
"14574","1","' Bou '"
"16594","1","CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS CS"
"20549","1","'мир '"
"24465","1","'fico '"
"9696","1","' numerous '"
"27407","1","' oak '"
"10772","1","' полу '"
"18881","1","' ~~ '"
"3501","1","'Color '"
"29405","1","'只 '"
"1135","1","' sl '"
"19730","1","' Bass '"
"16568","1","' vest '"
"21678","1","'shell '"
"18604","0","'ktur '"
"4173","1","'Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode Mode"
"5672","1","' aux '"
"7320","1","'oli '"
"5399","1","' Day '"
"28010","1","' può '"
"16787","1","' landed '"
"22828","1","' Dictionary '"
"3683","1","'uge '"
"13936","1","' ty '"
"9157","1","'rep '"
"12108","1","' strategies '"
"13667","1","'*** '"
"28116","1","'Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford Stanford"
"21336","1","dirname"
"3235","1","' individual '"
"15381","1","' eager '"
"16322","1","'mot mot'"
"30087","1","'Þ Þ Þ '"
"23951","1","'follow '"
"31594","1","佐 佐 佐"
"5756","1","' stock '"
"11046","1","' tx '"
"22989","1","' rewards '"
"30504","1","'確 '"
"16134","1","'ssl ssl ssl'"
"18610","1","' liegt '"
"7616","1","' comments '"
"11772","1","'Consider '"
"28960","1","'€ € € € € € € € € € € € € € € € € € € € € € €"
"449","1","'iv iv'"
"15149","1","'ribu '"
"29799","1","北 北 北 北 北 北 北 北 北 北 北 北"
"31850","1","'拷 拷 拷 拷 拷 拷 拷 拷 拷 拷 拷 拷"
"26022","1","'absolute '"
"9936","1","'sizeof '"
"1251","1","AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN AN"
"25276","1","' мет '."
"21828","1","' куль '."
"4078","1","'change '"
"16972","1","' expenses '"
"10933","1","'UND '"
"25741","1","' survivors '"
"11928","1","' Pod '"
"1596","1","'gram '"
"23988","1","' adoles '"
"5161","1","' decision '"
"11819","1","'Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten Ten"
"16906","1","' vous '"
"27765","1","'okrat '"
"13144","1","' staring '"
"31897","1","'聚 '"
"27932","1","' presumably '"
"31976","0","வ வ ו ו ו ו ו ו ו ו ו ו"
"9230","1","' taste '"
"15358","1","'mn mn '"
"11406","1","'ował ował ował ował ował ował ował ował ował ował ował ował"
"3129","1","'је '"
"4598","1","' applic '"
"786","1","'ug '"
"24324","1","' backwards '"
"4839","1","'enses '"
"20989","1","displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays displays"
"25624","1","'iblic '"
"22133","1","'iesa '"
"10767","1","'norm norm'"
"8922","1","' tells '"
"17475","1","' governments '."
"396","1","' an an an an an an an an an an an an an an an an an an an an an an an"
"9832","1","'cn '"
"6054","1","oj oj oj oj oj oj oj oj oj oj oj oj"
"18914","1","' уни '."
"27795","1","' crashed '"
"9328","1","Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page Page"
"11976","1","' enhance '"
"1225","1","'да '"
"8498","1","' noise '"
"26210","1","' psychiat '"
"25613","1","' Birmingham '"
"607","1","'ous '"
"3169","1","' Let '"
"7819","1","'irection '"
"7542","1","xf xf xf xf xf xf xf xf xf xf xf xf"
"7501","1","' providing '"
"6103","1","' zum '"
"22286","1","'RENT RENT RENT'"
"12954","1","'Press '"
"7189","1","'rio rio rio rio rio rio rio rio rio rio rio rio"
"10276","1","' aside '"
"13982","1","'wl '"
"22735","1","'christ'"
"6633","1","'prototype '"
"2636","1","'illed '"
"23404","1","periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic periodic"
"2753","1","; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"
"4498","1","' ment '"
"15385","1","'AX '"
"30768","1","'🙏 '"
"3491","1","VER VER VER"
"14964","1","'John '"
"11970","1","'ње '"
"1926","1","'ides '"
"14862","1","Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides Besides"
"21379","1","'glich '"
"22982","1","' Created '"
"2342","1","'cription '"
"18858","1","' availability '"
"24910","1","toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll toll"
"27479","1","' aument '"
"6755","1","' becomes '"
"2488","1","' project '"
"4488","1","'lections '"
"2670","1","'pression '"
"19265","1","' Über '"
"11593","1","'nek nek nek nek nek nek nek nek nek nek nek nek"
"2337","1","' }; '"
"21020","1","' advised '"
"25221","1","' gaining '"
"5509","1","random random random random random random random random random random random random random random random random random random random random random random random random"
"15674","1","' boots '"
"10689","1","' confident '"
"7434","1","'fields '"
"19093","1","' Origin '"
"29687","1","'우 우 우'"
"4784","1","'kl '"
"14711","1","CLK CLK CLK CLK CLK CLK CLK CLK CLK CLK CLK CLK"
"767","1","' what '"
"27650","1","' foul '"
"16203","1","' instantly '."
"6161","1","'riage '"
"6557","1","' recommend '"
"20735","0","')' ' and '"
"19310","1","' Progress '"
"3320","1","'istic '"
"20088","1","' reck '"
"28306","1","' curl '"
"2383","1","'gen '"
"10066","1","'annotation '"
"4719","1","'root root root root root root root root root root root root root root root root root root root root root root root"
"13276","1","'Amount '"
"19993","1","' trials '"
"17581","1","' Trad '"
"6392","1","European European European European European European European European European European European European European European European European European European European European European European European European"
"2196","1","'oken '"
"29042","1","Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł Ł"
"21074","1","'ття '"
"28372","1","'Mic '"
"18983","1","' tissue '"
"17654","1","' départ '"
"16128","1","' prohib '"
"11930","1","' .= '"
"4419","1","' column '"
"20658","1","' authentication '"
"28037","0","'$_$ '"
"22866","1","'ablo '"
"14307","1","'quote '"
"27220","1","' хи '"
"31265","1","'昌 '"
"18275","1","' Alexand '"
"10611","1","' artists '"
"29021","1","置 置 置 置 置 置 置 置 置 置 置 置"
"25665","1","'Figure '"
"1134","1","'fl fl '"
"27830","1","'auté auté auté '"
"27985","1","' Anything '"
"30525","1","'노 노 노'"
"31208","1","'😳 '"
"22559","1","'hbar '"
"31851","1","粉粉粉 fen fen fen"
"7423","1","' Mur '"
"22499","1","' notation '"
"24392","1","'пла пла пла'"
"5978","1","'Click '"
"21647","1","'ходя '"
"1071","1","'vent '"
"13897","1","'Palest'"
"26809","1","'EventArgs '"
"8852","1","' lips '"
"3025","1","qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui qui"
"21154","1","' Protection '"
"22380","1","' StringBuilder '."
"22639","1","' clearing '"
"19441","1","' ranges '"
"31980","1","ষ ষ ষ ষ ষ ষ ষ ষ ষ ষ ষ ষ"
"18962","1","'Place '"
"16600","1","'peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg peg"
"16961","1","' spots '"
"16334","1","Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit Cit"
"27473","1","' greeted '"
"13569","1","'dashboard '"
"8109","1","' yield '"
"2693","1","' IN '"
"26774","1","'Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert Gilbert"
"17007","1","'ourt '"
"23921","1","' belonging '"
"31575","1","ʏ YPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPEYPE"
"31714","0","'आ'."
"2844","1","' pract '"
"12893","1","' lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin lin"
"9336","1","'Pe Pe'"
"1778","1","' Gr '"
"2012","1","'Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im Im"
"7514","1","'gal gal gal'"
"3277","1","'medi medi medi'"
"23929","1","' damit '"
"21540","1","' Пи '"
"18365","1","' Left '"
"10438","1","'Theme '"
"13212","0","'await'."
"15121","1","' mining '"
"436","1","'rom rom'"
"11956","1","'ului '"
"8683","1","'Adapter '"
"11011","1","'irement '"
"20237","0","' ''' '"
"2590","1","' actually '"
"4502","1","'artment '"
"31728","1","'势 '"
"12100","1","ERR ERR ERR"
"16968","1","' genuine '"
"27529","1","' mast '"
"31394","1","ើ ើ ើ ើ ើ ើ ើ ើ ើ ើ ើ ើ"
"21832","1","' rip '"
"6189","1","' habit '"
"22320","1","'ieux '"
"587","1","'pp '"
"11823","1","'ANCE ANCE ANCE ANCE ANCE ANCE ANCE ANCE ANCE ANCE ANCE ANCE"
"22455","1","' Ground '"
"18068","1","Sig Sig Sig"
"30234","0","さささささささささささささささささささささささ"
"3780","1","'ilities '"
"19141","1","'ült '"
"6131","1","'rapper '"
"7407","1","'ром '"
"31496","0","'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa"
"11483","1","'Mac Mac '"
"29707","1","ィ ィ ィ ィ ィ ィ ィ ィ ィ ィ ィ ィ"
"7109","1","'agger '"
"26413","1","' Amanda '"
"28458","1","'aniu aniu aniu aniu aniu aniu aniu aniu aniu aniu aniu aniu"
"13149","1","' Trust '"
"1937","1","'ission '"
"5182","1","'othing '"
"7126","1","' independent '"
"5609","1","' ##### '"
"3667","1","' building '"
"26529","1","Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage Heritage"
"10300","1","' pointer '"
"30311","1","'红 '"
"13875","1","' observations '"
"1782","1","'ior '"
"6889","1","'insert '"
"10394","1","' Elect '"
"21158","1","' beneficial '"
"15716","1","'tha '"
"27167","1","' Biography '"
"4579","1","' shall '"
"26554","1","'TextView '"
"7247","1","'abe abe abe abe abe abe abe abe abe abe abe abe"
"4865","1","' reading '"
"24005","1","'zec zec'"
"29788","1","'ǎ ǎ ǎ ǎ ǎ ǎ ǎ ǎ ǎ ǎ ǎ ǎ"
"6314","1","PRE PRE PRE"
"19424","1","'aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu aqu"
"14148","1","DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL DL"
"373","1","'ri ri'"
"22147","1","'Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe Safe"
"21580","1","' unconscious '"
"24319","1","'~$\ '"
"4983","1","'header header header header header header header header header header header header header header header header header header header header header header header"
"23913","1","' comprend '"
"15338","1","' defin '"
"27035","1","' Train '"
"19382","1","' angular '"
"11703","1","'ieg '"
"23105","1","' phases '"
"17846","1","'oming '"
"18512","1","' Bath '"
"22933","1","' gele '"
"18757","1","' MY '"
"20488","1","'мей '"
"2317","1","' Eng '"
"5085","1","' Air '"
"2901","1","' div '"
"12219","1","'rand '"
"5647","1","'ник '"
"27057","1","' polite '"
"16275","1","' losses '"
"15627","1","' evaluate '"
"30703","1","香 香 香"
"7933","1","'ester '"
"5955","1","'cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir cir"
"14723","1","'scar scar'"
"25674","1","'itational '"
"12537","1","' Cub '"
"25210","1","' père '"
"15448","1","'resources '"
"25406","1","' faz '"
"11112","1","'don don don don don don don don don don don don don don don don don don don don don don don"
"20204","1","'Wrap '"
"25891","1","' terrorist '"
"321","1","'im im im im im im im im im im im im im im im im im im im im im im im"
"10164","1","' Пре '"
"13861","1","' partie '"
"13184","1","' Sports '"
"6766","1","' din din din din din din din din din din din din din din din din din din din din din din din"
"14233","1","'berry berry '"
"19377","1","' companion '"
"4368","1","' concern '"
"11579","1","'Term '"
"23388","1","'Blocks Blocks Blocks'"
"16339","1","'pod '"
"2235","1","'ination '"
"8680","1","' Kore '"
"13183","1","""novembre"""
"31483","1","硬 硬"
"15252","1","'тера '"
"13","0","' '"
"2125","1","' night '"
"10028","1","'aching '"
"15152","1","' Begin '"
"21717","1","' aer '"
"31793","1","药 药 药"
"17282","1","' ис '."
"14391","1","' inputs '"
"19490","1","' rage '"
"18597","1","' timing '"
"14667","1","'Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill Mill"
"26284","1","' homework '"
"5262","1","' dir '"
"23889","1","' frightened '"
"9603","1","'ères '"
"14081","1","'vens '"
"14659","1","' Nacional '"
"11377","1","Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic Catholic"
"10671","1","'username '"
"24765","1","' Adult '"
"15466","1","' pending '"
"13816","1","'submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit submit"
"19060","1","' zap zap zap '"
"930","1","'ert '"
"25590","1","' Mum '"
"30036","1","'↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓ ↓"
"31870","1","'ǀ '"
"19172","1","ROL ROL ROL ROL"
"20267","1","'dup '"
"19338","1","' Sale '"
"28239","1","'nested '"
"14461","1","infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure infrastructure"
"21670","1","' stab '"
"8882","1","'aga aga aga aga aga aga aga aga aga aga aga aga"
"2253","1","' (* '"
"666","1","'ild '"
"6505","1","' Av '"
"28557","1","'referto '"
"10658","1","' begins '"
"27517","0","'$, '"
"3238","1","' style '"
"16918","1","' insect '"
"4674","1","' looks '"
"23926","1","' accommodate '"
"29462","1","'意'"
"3657","1","TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE TYPE"
"13249","1","'zip '"
"22881","1","' cited '."
"26253","1","'fy fy fy fy fy fy fy fy fy fy fy fy"
"7643","1","' reduce '"
"28101","1","' blacks '"
"1257","1","'ollow '"
"13809","1","'izations '"
"27029","1","' &( '"
"22486","1","' sensitivity '"
"23752","1","' Render '"
"25754","1","'fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest fastest"
"3136","1","relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations relations"
"11244","1","'Execution '"
"31597","1","'돌 돌 돌 '"
"22190","1","'uations '"
"6517","1","' greater '"
"27773","1","' Rate '"
"1018","1","'Id '"
"1298","1","' Re '"
"13098","1","' causing '."
"9139","1","'Card '"
"26674","1","' crowds '"
"11609","1","' Bow '"
"6470","1","' calls '"
"18971","1","'тий '"
"31829","1","赞 赞 赞"
"29247","1","'实'"
"21450","1","'occ '"
"17620","1","' llam '"
"30090","1","份 份 份 份 份 份 份 份 份 份 份 份"
"20172","1","'cou cou'"
"13663","1","' Move '"
"25988","1","' enumer '"
"25329","1","' calci '"
"21531","1","'igent '"
"16152","1","'rayed '"
"22109","1","'Mgr '"
"1982","1","' power '"
"10647","1",""")"", '"
"16876","1","' revers '"
"10549","1",""""":"" """
"3482","1","'ados ados ados ados ados ados ados ados ados ados ados ados"
"3226","1","'abor abor abor abor abor abor abor abor abor abor abor abor"
"3949","1","'emplate '"
"4984","1","' }) '"
"3227","1","' author '"
"771","1","' work work work work work work work work work work work work work work work work work work work work work work work"
"28716","1","'h '"
"23046","1","'WC '"
"27200","1","' turno '"
"22134","1","' objectives '"
"19459","1","'includes '"
"10526","1","' emotional '"
"23431","0",""", """
"13741","1","'CALL '"
"30072","1","'つ '"
"29932","1","'セ セ セ '"
"3697","1","' де '"
"8942","1","' Special '"
"17318","1","'Pixel '"
"13028","1","'Append '"
"2946","1","'With '"
"30927","1","玉 玉 玉"
"11387","1","' contra '"
"8912","1","'ierte ierte ierte '"
"12393","1","' lovely '"
"4346","1","' avec '"
"13102","1","'multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi multi"
"1022","1","'ait ait ait ait ait ait ait ait ait ait ait ait"
"29591","1","'ى ى ى ى ى ى ى ى ى ى ى ى"
"11442","1","Try Try Try"
"23338","1","'rdev '"
"8102","1","' showing '"
"12835","1","'GEN '"
"831","1","'enc '"
"16570","1","'contact '"
"12693","1","' explos '"
"22807","0","' populație '."
"25765","1","' extending '"
"13846","1","' translation '"
"5014","1","' gold '"
"3934","1","' hear '"
"13938","1","' particles '"
"17396","1","' orth '"
"24810","1","'owi owi owi owi owi owi owi owi owi owi owi owi"
"15805","1","'Counter '"
"9410","1","' bond '"
"976","1","' Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al Al"
"16529","1","'visor '"
"12064","1","CHAR CHAR CHAR CHAR CHAR CHAR CHAR CHAR CHAR CHAR CHAR CHAR"
"2827","1","'ends '"
"2684","1","'db db '"
"13986","1","' przy '"
"6796","1","'elij '"
"3388","1","' material '"
"5490","1","'rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot rot"
"25616","1","'Orient '"
"24753","1","' potatoes '"
"20786","1","',( '"
"1612","1","'perty '"
"14572","1","' Mand '"
"15614","1","'__) '"
"29542","0","'資'"
"4268","1","' favor '"
"20395","1","' Consult '"
"18339","1","' junior '"
"23272","1","' tö '"
"5505","1","' Jer '"
"15492","1","'Many '"
"14216","1","' Jess '"
"9897","1","' Sem '"
"16721","1","' pants '"
"25586","1","MUL MUL MUL MUL MUL MUL MUL MUL MUL MUL MUL MUL"
"28985","1","'ū ū '"
"1089","1","'ond '"
"23303","1","'dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead"
"29915","1","告 告 告"
"29603","1","'ɪ  '."
"1032","1","' see '"
"20646","1","' popularity '"
"15422","1","' shield '"
"15258","1","' deploy '"
"2403","1","'link link '"
"30319","0","'MMMM'"
"25240","1","' helpless '"
"24192","1","'На '"
"19765","1","'rike '"
"10294","1","' tone '"
"31643","1","'既 '"
"22512","1","'unity unity'"
"24457","1","'jel '"
"8005","1","' trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail trail"
"18957","1","' prod '"
"28122","0","' música '."
"16123","1","SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER SER"
"16694","1","' Learn '"
"23268","1","'Camp '"
"20041","1"," -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----  -----"
"20235","1","'mysql '"
"17599","1","' complexity '"
"16455","1","'pection '"
"22032","1","' Imperial '"
"4678","1","' nor '"
"9553","1","Local Local Local"
"27961","1","' télé '"
"30780","1","'ֶ ֶ ֶ ֶ ֶ ֶ ֶ ֶ ֶ ֶ ֶ ֶ"
"849","1","'ik ik '"
"31249","1","横 横 横 横 横 横 横 横 横 横 横 横"
"29614","1","'그 그 그 그 그 그 그 그 그 그 그 그"
"14900","1","'expertise'."
"17334","1","'(('"
